新闻id,内容,链接
7827,德国两年期国债收益率上扬，创一年新高德国两年期国债收益率上扬4.9个基点，至2.306%，创一年来新高。据金十数据报道，这一变化反映了市场对经济前景的担忧以及对通胀压力的预期。投资者密切关注全球经济形势，以判断未来利率走向。,https://www.binance.com/zh-CN/square/post/298637334065585
7828,地缘政治 | 加拿大与日本扩大能源贸易与军事合作加拿大总理马克·卡尼在东京与日本首相高市早苗会面时承诺扩大两国的能源贸易和军事合作。Bloomberg 在 X（原 Twitter）发文表示，加拿大和日本将加强在能源领域的合作，以应对全球能源市场的变化。同时，两国还计划在军事领域展开更紧密的合作，以维护地区安全。此次会晤标志着两国关系的进一步深化，双方都希望通过合作来增强各自的经济和安全利益。,https://www.binance.com/zh-CN/square/post/298636984682530
7829,地缘政治 | 伊朗导弹与无人机影响迪拜银行业伊朗的导弹和无人机袭击迫使迪拜的银行家们在家办公，打破了这个奢华海湾酋长国的安全感。Bloomberg 在 X（原 Twitter）发文表示，这一事件引发了对地区安全局势的担忧，并可能对当地经济产生影响。,https://www.binance.com/zh-CN/square/post/298636622103873
7830,地缘政治 | 伊朗战争持续时间影响能源价格本周能源价格、通胀和利率的最重要问题是：伊朗战争将持续多久？Bloomberg 在 X（原 Twitter）发文表示，这个问题也是最难回答的。,https://www.binance.com/zh-CN/square/post/298636479421265
7831,地缘政治 | 美国能源部长：汽油价格影响将持续数周美国能源部长赖特表示，汽油价格的影响预计将持续数周，而不是数月。据金十数据报道，这一声明可能会对市场预期产生影响，投资者需密切关注未来几周的油价走势。,https://www.binance.com/zh-CN/square/post/298636458638882
7832,地缘政治 | 能源支持措施或加剧法国、英国财政挑战据金十数据报道，惠誉西欧评级主管表示，法国和英国等国的能源支持措施可能会加剧其财政挑战。这些措施旨在缓解能源价格上涨对消费者的影响，但可能导致政府财政负担加重。分析指出，长期来看，这些国家可能需要在财政政策上做出调整，以应对不断增加的财政压力。,https://www.binance.com/zh-CN/square/post/298636413249522
7833,地缘政治 | 德国外长：冲突不会对北约构成迫在眉睫的威胁德国外长表示，当前的冲突局势不会对北约构成迫在眉睫的威胁。据金十数据报道，这一表态旨在缓解外界对北约安全的担忧。,https://www.binance.com/zh-CN/square/post/298635492727922
7834,地缘政治 | 德国外长呼吁伊朗保持克制德国外长近日呼吁伊朗不要攻击未卷入冲突的国家。据金十数据报道，这一呼吁是在当前地区紧张局势加剧的背景下提出的，旨在防止冲突进一步升级。,https://www.binance.com/zh-CN/square/post/298635280581505
7835,地缘政治 | 俄罗斯在伊朗战争中获胜俄罗斯成为伊朗战争中的首个明确赢家。Bloomberg 在 X（原 Twitter）发文表示，美国同意让印度的炼油厂恢复购买俄罗斯的石油。,https://www.binance.com/zh-CN/square/post/298634461020882
7836,印度央行将购入1万亿卢比债券据金十数据报道，印度央行宣布将通过公开市场操作分两批购买1万亿卢比债券。这一举措旨在加强市场流动性，支持经济增长。央行表示，此次债券购买计划将有助于稳定金融市场，并为经济复苏提供支持。,https://www.binance.com/zh-CN/square/post/298633982806466
7837,地缘政治 | 伊朗摧毁美国反导系统雷达据金十数据报道，当地时间6日，伊朗伊斯兰革命卫队宣布，其导弹与无人机部队成功摧毁了部署在阿联酋和约旦的美国“萨德”反导系统雷达，以及部署在卡塔尔的美国AN/FPS-132雷达。,https://www.binance.com/zh-CN/square/post/298633043417329
7838,地缘政治 | 伊朗德黑兰市中心居民楼遭袭击据金十数据报道，伊朗首都德黑兰市中心的一栋居民楼遭到袭击。袭击事件引发了当地居民的恐慌和关注，具体细节尚未公布。,https://www.binance.com/zh-CN/square/post/298633028917586
7839,"比特币窄幅波动，投资者关注中东局势比特币在 70,000 美元附近窄幅波动，投资者对中东局势的发展保持警惕。Bloomberg 在 X（原 Twitter）发文表示，市场情绪受到地缘政治紧张局势的影响，投资者正在密切关注可能的变化。",https://www.binance.com/zh-CN/square/post/298632568737073
7840,BE Semiconductor 股价下跌 17%，因内存芯片制造商考虑新标准BE Semiconductor 股价下跌 17%，因有报道称主要内存芯片制造商正在考虑新的标准，这可能会推迟对这家荷兰公司技术的需求。Bloomberg 在 X（原 Twitter）发文表示，这一消息引发了市场对 BE Semiconductor 未来订单的担忧，导致其股价大幅下跌。,https://www.binance.com/zh-CN/square/post/298632043158226
7841,Axel Springer 拟以 5 亿英镑收购 Telegraph Media Group据金融时报报道，德国媒体出版商 Axel Springer 正准备以 5 亿英镑收购 Telegraph Media Group。Bloomberg 在 X（原 Twitter）发文表示，这笔交易将进一步扩大 Axel Springer 在英国的媒体版图。,https://www.binance.com/zh-CN/square/post/298631896912513
7842,地缘政治 | 德国向中东提供近1亿欧元人道主义援助德国外交部长宣布，德国将向中东地区提供近1亿欧元的人道主义援助。这项援助旨在缓解该地区的紧急需求，并支持当地的稳定与发展。据金十数据报道，德国政府强调了国际合作的重要性，以应对中东地区的复杂局势。,https://www.binance.com/zh-CN/square/post/298631627096177
7843,地缘政治 | 英国公民从阿联酋大量返回据金十数据报道，英国首相发言人威尔斯表示，自3月3日以来，已有超过7500名英国公民从阿联酋返回。这一数字显示了近期英国公民的大规模回流趋势。,https://www.binance.com/zh-CN/square/post/298630983134962
7844,地缘政治 | 德国外长批评匈牙利阻挠乌克兰援助德国外长表示，匈牙利阻挠对乌克兰的援助是不可接受的行为。据金十数据报道，匈牙利的立场可能影响欧洲对乌克兰的支持力度。德国强调，团结一致对抗外部威胁是欧洲的共同责任。,https://www.binance.com/zh-CN/square/post/298630944286001
7845,英国首相发言人：英国拥有大量石油储备据金十数据报道，英国首相发言人威尔斯表示，英国拥有大量的应急及商业石油储备。这一声明旨在缓解市场对石油供应的担忧，并确保在紧急情况下的能源安全。,https://www.binance.com/zh-CN/square/post/298630928704785
7846,英国准备与国际能源署合作支持石油市场稳定据金十数据报道，英国首相发言人威尔斯表示，英国已准备好与国际能源署合作，以支持石油市场的稳定。这一举措旨在应对当前市场的不确定性，并确保能源供应的安全性。,https://www.binance.com/zh-CN/square/post/298630907837746
7847,地缘政治 | 德国外长：未来几周我们需要加大对乌克兰的支持德国外长表示，未来几周需要加大对乌克兰的支持力度。这一声明反映了德国在当前地缘政治局势中的立场，强调了对乌克兰的持续支持。,https://www.binance.com/zh-CN/square/post/298630533163762
7848,地缘政治 | 英国向巴林派遣战机提供防御性空中掩护英国首相斯塔默与巴林国王通电话时表示，英国将派遣四架战机前往该地区，提供额外的防御性空中掩护。据金十数据报道，此举旨在加强地区安全，回应当前的地缘政治紧张局势。,https://www.binance.com/zh-CN/square/post/298630470726529
7849,地缘政治 | 英国与巴林合作战机部署计划英国首相斯塔默与巴林国王通话达成一致，双方将在接下来几天内合作制定战机部署计划。据金十数据报道，此举旨在加强两国的军事合作与战略伙伴关系。,https://www.binance.com/zh-CN/square/post/298630436177746
7850,地缘政治 | 美国军事基地遭无人机袭击，伊拉克局势紧张据金十数据报道，市场消息称，两架无人机袭击了位于伊拉克埃尔比勒机场附近的美国军事基地。这一事件加剧了当地的紧张局势，引发了国际社会的关注。,https://www.binance.com/zh-CN/square/post/298630395983202
7851,"BTC 跌破 70,000 USDT，24 小时跌幅3.99%据币安行情数据显示，BTC 跌破 70,000 USDT，现报价 69,988.757813 USDT，24 小时跌幅3.99%。",https://www.binance.com/zh-CN/square/post/298629889203233
7852,市场情绪：信贷投资者迅速解除数十亿美元多头头寸，转向对冲交易信贷投资者正在迅速解除价值数十亿美元的多头头寸，转向对冲交易。Bloomberg 在 X（原 Twitter）发文表示，这一趋势反映了市场对未来经济不确定性的担忧。投资者寻求保护其投资组合免受潜在风险的影响，导致对冲交易的增加。,https://www.binance.com/zh-CN/square/post/298628791556081
7853,地缘政治 | 美伊战争影响非农数据，市场降息预期延至三季度据金十数据报道，美伊战争持续成为市场关注焦点，可能掩盖2月非农数据的影响。市场在当前通胀反弹的情况下，对美联储首次降息的预期已延至第三季度。,https://www.binance.com/zh-CN/square/post/298628699702593
7854,地缘政治 | 欧盟领导人与海湾国家通话欧盟委员会主席冯德莱恩和欧洲理事会主席科斯塔计划于下周一与海湾国家领导人进行通话。据金十数据报道，此次通话旨在加强欧盟与海湾国家之间的合作与交流。,https://www.binance.com/zh-CN/square/post/298628685137249
7855,地缘政治 | 土耳其请求英国协助保护叙利亚总统据金十数据报道，消息人士透露，土耳其情报机构曾请求英国军情六处协助保护叙利亚总统艾哈迈德·沙拉，以防极端组织“伊斯兰国”威胁。,https://www.binance.com/zh-CN/square/post/298628555049057
